SaleID,price
200000,1110.3387969794744
200001,1724.043989240307
200002,8715.490140731348
200003,1194.927912338414
200004,1998.9549920577165
200005,1103.65512076514
200006,452.83643221018497
200007,3433.5474158946645
200008,13163.567920913974
200009,561.4846468642855
200010,617.5725213412758
200011,2688.599814488196
200012,5697.499882592926
200013,7842.276472483356
200014,2128.447703448189
200015,237.34227947958306
200016,1726.736320399735
200017,8503.15045477137
200018,6228.820988969704
200019,554.7042394539475
200020,24112.086574519944
200021,7270.0697158520725
200022,1967.0035115668506
200023,1581.4084436399698
200024,568.72677844252
200025,8405.17632819256
200026,595.5768922995813
200027,12659.700366001776
200028,4862.45363611962
200029,7734.08748544504
200030,18314.535538747343
200031,13701.129467464307
200032,557.8722706880179
200033,14203.182787067482
200034,806.5993605433032
200035,1909.6406043896804
200036,14552.555327198581
200037,6166.258996075162
200038,1278.565431824265
200039,345.0904055597382
200040,567.0037338825758
200041,25612.212997507228
200042,377.8421691573718
200043,7080.083248645316
200044,18052.462739664952
200045,706.7716232944417
200046,15290.570662129794
200047,17311.652446386943
200048,2093.7603029477305
200049,3049.49807473496
200050,872.6616839283637
200051,4469.546459806859
200052,2812.070881014827
200053,287.61923816210697
200054,13374.431173075973
200055,10890.30489256879
200056,8641.734092044277
200057,3181.2482265314143
200058,1288.2149856641581
200059,5314.073784965986
200060,8086.737280447167
200061,1088.83137716105
200062,5191.764555729238
200063,9414.223439571058
200064,1284.1651926297802
200065,1936.9456354065624
200066,503.90694609698073
200067,10462.402254125147
200068,166.06145716058307
200069,17682.511242544955
200070,8730.595150013356
200071,362.9672301823129
200072,5836.569706918188
200073,19082.35777120511
200074,4467.177833116234
200075,15172.951109052043
200076,3484.504280502466
200077,382.43304899171955
200078,327.49154214029124
200079,2740.5263392040965
200080,3569.412040936289
200081,1880.4953549578765
200082,3854.214074007194
200083,477.9236186950543
200084,1302.641256550948
200085,2032.6434086127265
200086,6674.208422642266
200087,3399.9719879391178
200088,2415.55718351165
200089,40872.088972564445
200090,2765.5706565556675
200091,187.7874295340876
200092,1861.6359237783408
200093,16171.841490572511
200094,6953.031913661389
200095,5428.225478030804
200096,2429.7107715431243
200097,1039.0664307050354
200098,382.1602536318449
200099,20669.068760851434
200100,22065.9944279289
200101,8360.567238430984
200102,1674.5410398784982
200103,10203.885135935605
200104,5636.684453667637
200105,3376.7976279072655
200106,9275.458592451108
200107,1627.383414967529
200108,14590.445904570883
200109,8557.590708539778
200110,1060.7669309511052
200111,1595.4642091625092
200112,1839.1803562817172
200113,564.547251849425
200114,2396.6217828518256
200115,1220.6510785154092
200116,12715.886199596687
200117,17691.216813499337
200118,50401.85784668738
200119,220.5616924854529
200120,3443.5555621963103
200121,2724.8630018462754
200122,634.6754755056011
200123,2128.7318062995787
200124,54639.5706048986
200125,719.2736914711102
200126,3061.441802766426
200127,14257.49787950213
200128,1624.9872070269798
200129,5545.670440280888
200130,3788.155402741759
200131,3250.551273636068
200132,1101.594037631783
200133,2727.161902763377
200134,1184.4288615917221
200135,3000.0239114195533
200136,3802.1353102903045
200137,1188.2846365363084
200138,10148.54233452793
200139,6686.773480824299
200140,2104.636394050449
200141,1351.9996428808618
200142,5613.631492442252
200143,8432.414721424408
200144,1208.3999527498545
200145,5645.816600513157
200146,2616.6359835876683
200147,4243.444951266674
200148,2737.3476602966352
200149,238.14767437268597
200150,10787.37375629372
200151,4894.265882451094
200152,605.2283451110809
200153,432.2000637461838
200154,7530.473419316652
200155,3053.2250987545203
200156,15845.017380307836
200157,8310.795642347668
200158,10555.447351594794
200159,3310.4937780556697
200160,6713.2574864213775
200161,6994.067514911742
200162,6649.879810351594
200163,602.1601039292589
200164,16068.379057053953
200165,16127.2979017953
200166,25214.91615006296
200167,3430.715465361198
200168,40697.16680500682
200169,713.5953268494001
200170,2468.6938706182495
200171,8667.093264122814
200172,2106.363402980264
200173,33275.92243439171
200174,1062.5665572294465
200175,2150.3247268213004
200176,7565.204846359901
200177,5895.363585246873
200178,5391.6760685318795
200179,3962.5485654019803
200180,931.4604622298679
200181,20001.432745369613
200182,4311.713588336307
200183,1686.7371981800025
200184,2040.6259980561613
200185,4419.413533428092
200186,3058.9403508251185
200187,6213.852262545926
200188,10564.959848955805
200189,11447.065509610518
200190,4358.768462336805
200191,3065.1674035887827
200192,1003.8835505812087
200193,3817.181810898819
200194,8275.986985011325
200195,2534.514656833946
200196,922.3362877524789
200197,22267.937135064087
200198,1231.8321674374022
200199,4216.880280531209
200200,649.986750998239
200201,7744.797365867199
200202,2217.303738162028
200203,1486.2522437820696
200204,7639.744464340171
200205,5248.808664284829
200206,958.8203852336044
200207,5471.8388715967285
200208,5366.017833982577
200209,1218.9932122702626
200210,13674.701838471043
200211,5658.544636718646
200212,7539.403415614449
200213,8634.742466183514
200214,21336.301731129955
200215,7373.563038524886
200216,3204.685156047429
200217,1151.2115079663731
200218,9658.666523062246
200219,1133.4681059394356
200220,2316.8771264699276
200221,8961.507203097251
200222,2484.3173176830874
200223,801.3853036640121
200224,13079.569921704082
200225,3492.076550194849
200226,1187.623658398517
200227,9229.771515600718
200228,198.98572171730086
200229,7126.186121778109
200230,9384.386670766093
200231,4923.700478895181
200232,965.4124832922696
200233,6942.753609084113
200234,414.64752996597076
200235,8951.051941368816
200236,13142.270804381977
200237,4491.608003199637
200238,7277.245687434156
200239,9310.120522907815
200240,26746.183294295097
200241,11285.992829920007
200242,3772.2213144786147
200243,2692.5983067180737
200244,6420.767937016065
200245,4499.676121011152
200246,4911.179673855824
200247,1625.700942321739
200248,331.9023126509775
200249,9911.056198242753
200250,28743.389769569058
200251,10251.999101654954
200252,601.4576251944047
200253,9492.028296241653
200254,10794.706695918321
200255,7733.883836143057
200256,2620.9676554415396
200257,8790.63204269603
200258,3550.948824774381
200259,7756.792367472135
200260,1654.1890437753818
200261,4632.841713594523
200262,2671.0697063678854
200263,8989.975652584075
200264,7319.31357381022
200265,4837.12075908878
200266,1438.5981941764949
200267,13412.622647954693
200268,7505.8564384977535
200269,3689.34062830782
200270,9844.046687867733
200271,2928.4893388934806
200272,4776.754178256577
200273,16969.543868086464
200274,422.84145775568794
200275,14492.826968203986
200276,1817.0384018757725
200277,3136.7374867288854
200278,1744.504565903194
200279,9519.078602093436
200280,2272.225805247847
200281,558.9866851936498
200282,12305.826536460863
200283,6419.08443797899
200284,392.9321188419035
200285,5432.971659704148
200286,1903.0530167413306
200287,12157.328006748234
200288,12862.733483599266
200289,3112.1737093627135
200290,7309.899564685503
200291,9188.879633479322
200292,3029.680436329305
200293,8581.465040709783
200294,6669.35104589286
200295,1490.026797226706
200296,2520.5782281178545
200297,8250.695029097958
200298,1255.6088249368736
200299,4622.020733287572
200300,4844.874404029187
200301,5459.098558789584
200302,1532.690591864849
200303,6769.3452791338295
200304,2858.090325126779
200305,3843.5503194466037
200306,1661.4900739258296
200307,14675.583503233654
200308,1505.859201296372
200309,1113.507854173625
200310,916.8060527888173
200311,1047.567664697396
200312,11528.856538319807
200313,1774.2975504626065
200314,5131.573062168681
200315,1113.4339595397112
200316,37232.31265029503
200317,2542.5558401126473
200318,439.8667140590434
200319,9883.706769226272
200320,3809.9086106149452
200321,30041.984002566143
200322,19605.87199956177
200323,1502.8578410261148
200324,25671.631280270485
200325,5311.9603309798895
200326,2554.8924915493935
200327,21858.769264180653
200328,724.6227001118724
200329,8266.72642650409
200330,1963.6208574593722
200331,1474.4073701566072
200332,12135.312687410125
200333,1114.51099643296
200334,383.2765893757554
200335,1421.6840763874125
200336,1482.1065150444715
200337,956.0934540647495
200338,1757.21868370616
200339,13445.389337603738
200340,28883.89594929923
200341,3088.309775268968
200342,5637.142804470834
200343,2035.764520628698
200344,4714.23134305264
200345,7416.856572271952
200346,1099.6396358304505
200347,11236.965862109882
200348,10128.219235749686
200349,702.9776052281488
200350,9946.746220514648
200351,2310.8213382419526
200352,605.1268501485142
200353,1241.8257700057234
200354,3620.2270137619084
200355,719.053043059242
200356,4416.859262530688
200357,1456.6301447625424
200358,2833.086450129762
200359,8686.829926661168
200360,16355.255866911724
200361,1658.3628630205726
200362,2285.5134897768985
200363,1521.194888849798
200364,6760.975119622327
200365,8484.012558262162
200366,902.4007539639317
200367,8164.493814935368
200368,7088.362307496142
200369,5387.321406411536
200370,1014.8187908875764
200371,10705.338076196786
200372,1280.278134653973
200373,1139.0045910752874
200374,1044.4568867607086
200375,1224.37881744259
200376,2467.044128666075
200377,1930.7247296760688
200378,1489.3011770131345
200379,1798.634562798349
200380,849.1129128982128
200381,3478.3498744122217
200382,33678.64554843725
200383,1945.9018504889264
200384,2545.760361394051
200385,857.6006649727063
200386,1302.0894493623216
200387,3760.937982382048
200388,8013.9140019613615
200389,6673.6840498215315
200390,306.1128962664054
200391,3780.7293773868205
200392,1194.708928294258
200393,2668.8383980676895
200394,3884.155835175056
200395,1133.5701228876562
200396,2984.5107482613716
200397,1046.2247461655213
200398,2084.1746903088706
200399,676.9334314665995
200400,2084.799950758802
200401,5106.856978544871
200402,1297.7803666004647
200403,3292.765944402217
200404,621.0590028614524
200405,640.4872214472082
200406,2350.3920111274297
200407,1523.7425809558695
200408,6793.454788115785
200409,12605.560353644141
200410,7217.61907646452
200411,1318.2506267436472
200412,18472.414560167996
200413,11897.899928888379
200414,4611.357401942608
200415,8948.029567354264
200416,8102.182997658888
200417,1704.825031322277
200418,903.5681241867057
200419,17261.39981535945
200420,18444.2500441877
200421,1336.6840307124426
200422,1411.5917384909885
200423,983.1448755931177
200424,54265.010034517785
200425,8899.03170589172
